case,rows,columns,requested_rank,measured_rank,redundant_rows,paired_output_error,consistent_feasibility_residual,fixed_f_difference,representable_target_roundtrip_error,f_vs_w_gradient_error,f_finite_difference_error,w_finite_difference_error,scaled_trajectory_error,mp_max_residual,inconsistent_tested,inconsistent_paired_error,inconsistent_residual
117,1,2,1,1,0,1.1102230246251565e-16,0.0,0.016236433638614933,0.0,0.0,1.8429674453201983e-11,6.932163176820438e-12,1.1102230246251565e-16,5.551115123125783e-17,False,0.0,0.0
118,9,6,1,1,8,8.326672684688674e-17,2.220446049250313e-16,0.7927419816406709,5.551115123125783e-17,0.0,8.878663915190543e-10,8.878663915190543e-10,4.440892098500626e-16,1.1102230246251565e-16,False,0.0,0.0
119,2,7,2,2,0,1.1102230246251565e-16,3.3306690738754696e-16,0.7493052808146257,1.5265566588595902e-16,0.0,4.718117008195577e-10,3.287763394865806e-10,4.440892098500626e-16,2.220446049250313e-16,False,0.0,0.0
120,4,7,4,4,0,2.7755575615628914e-16,2.220446049250313e-16,0.31326687305733375,2.220446049250313e-16,0.0,8.450662392078812e-11,1.2184578346285946e-10,3.3306690738754696e-16,1.205632815803881e-16,False,0.0,0.0
121,6,2,1,1,5,1.1102230246251565e-16,1.1102230246251565e-16,0.2517268126522796,1.3877787807814457e-16,0.0,1.751700867691497e-11,1.751700867691497e-11,1.1102230246251565e-16,2.220446049250313e-16,False,0.0,0.0
122,8,8,8,8,0,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-10,0.0,0.0,0.0,False,0.0,0.0
123,4,6,3,3,1,4.440892098500626e-16,8.881784197001252e-16,0.44243376138504137,1.1102230246251565e-16,0.0,5.749180576053448e-10,1.3930900877312524e-10,8.881784197001252e-16,4.440892098500626e-16,True,4.440892098500626e-16,0.37082088114632294
124,6,2,2,2,4,5.551115123125783e-17,5.551115123125783e-17,0.0,0.0,0.0,2.7755583543038262e-11,7.927409348599469e-18,5.551115123125783e-17,1.1102230246251565e-16,False,0.0,0.0
125,4,7,1,1,3,1.1102230246251565e-16,2.220446049250313e-16,0.9775937011897786,1.1102230246251565e-16,0.0,2.2915558339775544e-10,2.0751173002153678e-10,2.7755575615628914e-16,5.551115123125783e-17,False,0.0,0.0
126,7,6,1,1,6,5.551115123125783e-17,1.6653345369377348e-16,0.9804876849671498,2.7755575615628914e-17,0.0,3.574467388745006e-10,3.3748359662411076e-10,3.3306690738754696e-16,2.220446049250313e-16,True,2.220446049250313e-16,0.25413432900707855
127,6,4,4,4,2,5.551115123125783e-17,0.0,5.551115123125783e-17,1.1102230246251565e-16,0.0,2.0367935139618357e-17,2.0367935139618357e-17,5.551115123125783e-17,4.440892098500626e-16,False,0.0,0.0
128,4,8,2,2,2,2.220446049250313e-16,2.220446049250313e-16,0.8764329340341133,1.1102230246251565e-16,0.0,4.0349035224096497e-10,4.638144313062753e-10,3.3306690738754696e-16,1.1102230246251565e-16,False,0.0,0.0
129,7,2,2,2,5,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,0.0,5.125842092577468e-18,5.125842092577468e-18,2.220446049250313e-16,2.220446049250313e-16,True,0.0,0.296620207850473
130,6,2,1,1,5,2.220446049250313e-16,4.440892098500626e-16,0.6686813867646164,5.551115123125783e-17,0.0,3.4726088671277466e-10,2.78201905956621e-10,2.220446049250313e-16,2.220446049250313e-16,False,0.0,0.0
131,9,4,2,2,7,2.220446049250313e-16,2.7755575615628914e-16,0.833464992112988,3.3306690738754696e-16,0.0,6.378619854530143e-11,3.803030113047612e-10,2.220446049250313e-16,2.220446049250313e-16,False,0.0,0.0
132,4,4,3,3,1,2.220446049250313e-16,3.3306690738754696e-16,0.2044420221054822,1.1102230246251565e-16,0.0,1.589404163837571e-10,1.9885981750178416e-10,3.3306690738754696e-16,2.7755575615628914e-16,True,2.220446049250313e-16,0.34454193211708684
133,10,7,6,6,4,4.163336342344337e-16,3.1086244689504383e-15,0.035924193951306305,3.3306690738754696e-16,0.0,4.523578178705634e-10,2.2488752526861333e-10,5.273559366969494e-16,1.7763568394002505e-15,False,0.0,0.0
134,4,7,4,4,0,2.498001805406602e-16,2.220446049250313e-16,0.6768771743737688,2.220446049250313e-16,0.0,7.348890385117102e-10,3.412850002604273e-10,4.440892098500626e-16,1.1102230246251565e-16,False,0.0,0.0
135,7,8,2,2,5,1.1102230246251565e-16,4.440892098500626e-16,0.6258534122492029,1.1102230246251565e-16,0.0,4.810632656115921e-10,4.209940035471149e-10,2.220446049250313e-16,4.440892098500626e-16,True,1.1102230246251565e-16,0.33496376209939976
136,8,7,3,3,5,1.1102230246251565e-16,1.7763568394002505e-15,0.9758196881139367,2.220446049250313e-16,0.0,5.755109722116458e-10,6.759093285069184e-10,4.440892098500626e-16,5.551115123125783e-16,False,0.0,0.0
137,4,4,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
138,6,6,6,6,0,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-10,0.0,0.0,0.0,False,0.0,0.0
139,5,5,3,3,2,1.1102230246251565e-16,6.661338147750939e-16,0.5471426026039006,2.220446049250313e-16,0.0,3.244727819762261e-10,1.2499928869758037e-10,3.885780586188048e-16,2.220446049250313e-16,False,0.0,0.0
140,2,6,1,1,1,5.551115123125783e-17,4.440892098500626e-16,0.7051866791501369,2.7755575615628914e-17,0.0,3.9163894349769635e-10,2.3068258414582488e-10,3.3306690738754696e-16,5.551115123125783e-17,False,0.0,0.0
141,9,2,2,2,7,1.1102230246251565e-16,0.0,0.0,1.1102230246251565e-16,0.0,1.86352699079806e-17,1.86352699079806e-17,1.1102230246251565e-16,2.220446049250313e-16,True,0.0,0.251208710985896
142,10,3,2,2,8,1.1102230246251565e-16,1.3322676295501878e-15,0.7803356708396592,2.7755575615628914e-16,0.0,1.5563392241624285e-10,1.60096005896726e-10,4.440892098500626e-16,4.440892098500626e-16,False,0.0,0.0
143,5,5,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
144,7,8,5,5,2,1.1102230246251565e-16,2.220446049250313e-16,0.4064246710169688,4.440892098500626e-16,0.0,3.888247224193009e-10,4.062572500629358e-10,2.220446049250313e-16,4.440892098500626e-16,True,1.1102230246251565e-16,0.35442666269177625
145,1,8,1,1,0,1.1102230246251565e-16,1.1102230246251565e-16,1.239161255274928,5.551115123125783e-17,0.0,7.088007958344633e-10,7.088007958344633e-10,3.3306690738754696e-16,2.7755575615628914e-17,False,0.0,0.0
146,6,8,2,2,4,2.220446049250313e-16,2.220446049250313e-16,0.9381860845875925,1.1102230246251565e-16,0.0,5.596385577177898e-10,3.285398619823354e-10,3.3306690738754696e-16,1.1102230246251565e-16,False,0.0,0.0
147,5,2,1,1,4,5.551115123125783e-17,1.734723475976807e-18,0.049698455648310186,5.551115123125783e-17,0.0,4.6688541921469096e-11,6.834910415420836e-11,2.7755575615628914e-16,2.7755575615628914e-17,True,5.551115123125783e-17,0.43561808241596817
148,10,3,2,2,8,5.551115123125783e-17,4.440892098500626e-16,0.30218023094737434,2.220446049250313e-16,0.0,4.095762617950527e-11,4.380690254990327e-11,2.7755575615628914e-16,4.440892098500626e-16,False,0.0,0.0
149,2,7,2,2,0,2.7755575615628914e-16,6.661338147750939e-16,0.4556004137113927,2.7755575615628914e-17,0.0,3.1741942407848e-10,3.158621142418383e-10,4.440892098500626e-16,1.1102230246251565e-16,False,0.0,0.0
150,5,2,1,1,4,1.249000902703301e-16,1.1796119636642288e-16,0.22132998102762336,4.163336342344337e-17,0.0,1.3576195723175033e-10,6.07228711757557e-11,2.220446049250313e-16,5.551115123125783e-17,True,1.3877787807814457e-17,0.32304577222483105
151,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-11,0.0,0.0,0.0,False,0.0,0.0
152,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
153,7,8,2,2,5,2.220446049250313e-16,4.440892098500626e-16,0.3277515993787472,5.551115123125783e-17,0.0,3.200463227770456e-10,3.200463227770456e-10,4.440892098500626e-16,2.220446049250313e-16,True,1.1102230246251565e-16,0.28135353864713597
154,8,3,1,1,7,2.220446049250313e-16,4.440892098500626e-16,0.5636009277172445,2.220446049250313e-16,0.0,1.2234457891224793e-10,1.3399864551288942e-10,2.220446049250313e-16,2.220446049250313e-16,False,0.0,0.0
155,6,3,1,1,5,1.1102230246251565e-16,2.7755575615628914e-17,0.7038123270284884,0.0,0.0,3.0510283188789344e-10,1.940805294253778e-10,3.3306690738754696e-16,1.1102230246251565e-16,False,0.0,0.0
156,9,2,2,2,7,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,0.0,5.551111799361981e-11,3.3237638017195297e-17,1.1102230246251565e-16,1.1102230246251565e-16,True,1.1102230246251565e-16,0.3307108441947981
157,2,6,1,1,1,2.220446049250313e-16,5.551115123125783e-17,0.9772892887214103,6.245004513516506e-17,0.0,6.593605106353095e-10,5.381244339019986e-10,3.885780586188048e-16,2.220446049250313e-16,False,0.0,0.0
158,3,4,1,1,2,1.1102230246251565e-16,2.7755575615628914e-17,0.7769636457990594,2.7755575615628914e-17,0.0,4.605618664221822e-10,6.731815105354144e-11,3.0531133177191805e-16,1.1102230246251565e-16,False,0.0,0.0
159,6,4,3,3,3,2.220446049250313e-16,1.5543122344752192e-15,0.1148950885278271,1.6653345369377348e-16,0.0,1.1051527748495715e-10,5.5004126253699326e-11,4.440892098500626e-16,8.881784197001252e-16,True,1.6653345369377348e-16,0.3133655161234258
160,8,8,5,5,3,4.440892098500626e-16,1.7763568394002505e-15,0.3759916470053031,2.220446049250313e-16,0.0,9.583154825243412e-10,2.467892765145585e-10,5.551115123125783e-16,5.551115123125783e-16,False,0.0,0.0
161,7,4,4,4,3,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,2.2204457097286408e-10,2.385643904151442e-16,2.220446049250313e-16,1.3322676295501878e-15,False,0.0,0.0
162,7,5,1,1,6,1.1102230246251565e-16,4.440892098500626e-16,0.8090576840281647,1.1102230246251565e-16,0.0,2.5734941955235513e-10,2.5734941955235513e-10,4.440892098500626e-16,2.220446049250313e-16,True,1.1102230246251565e-16,0.406674319334537
163,10,3,3,3,7,1.3877787807814457e-16,3.3306690738754696e-16,1.1102230246251565e-16,2.220446049250313e-16,0.0,1.3990552541979372e-16,1.3990552541979372e-16,1.3877787807814457e-16,4.440892098500626e-16,False,0.0,0.0
164,6,5,5,5,1,5.551115123125783e-17,2.220446049250313e-16,2.7755575615628914e-17,1.1102230246251565e-16,0.0,7.659687693901305e-17,7.659687693901305e-17,5.551115123125783e-17,2.220446049250313e-16,False,0.0,0.0
165,8,3,2,2,6,5.551115123125783e-17,1.6653345369377348e-16,0.2720905126140972,5.551115123125783e-17,0.0,1.0086342872028808e-10,1.2118117620474322e-10,1.6653345369377348e-16,2.220446049250313e-16,True,1.3877787807814457e-17,0.2889930457049736
166,3,6,2,2,1,5.551115123125783e-17,1.1102230246251565e-16,0.4573597548100577,5.551115123125783e-17,0.0,2.4061663772556585e-10,1.1845709135815952e-10,2.220446049250313e-16,1.1102230246251565e-16,False,0.0,0.0
167,9,4,4,4,5,1.3877787807814457e-16,4.718447854656915e-16,1.1102230246251565e-16,3.3306690738754696e-16,0.0,2.2204474777506425e-10,1.8816889184693966e-16,1.942890293094024e-16,6.661338147750939e-16,False,0.0,0.0
168,4,4,2,2,2,1.1102230246251565e-16,1.6653345369377348e-16,0.42421179713318535,5.551115123125783e-17,0.0,3.799620618138988e-10,2.861717529611951e-10,3.3306690738754696e-16,2.220446049250313e-16,True,2.220446049250313e-16,0.3241560979774282
169,6,4,4,4,2,0.0,2.220446049250313e-16,2.7755575615628914e-17,2.7755575615628914e-17,0.0,5.5511232942208424e-11,8.171095059724599e-17,0.0,2.220446049250313e-16,False,0.0,0.0
170,8,6,5,5,3,3.3306690738754696e-16,7.993605777301127e-15,0.06392531441251981,2.7755575615628914e-16,0.0,3.768613199284232e-10,2.8960822628931737e-10,7.771561172376096e-16,2.6645352591003757e-15,False,0.0,0.0
171,2,8,1,1,1,1.1102230246251565e-16,2.220446049250313e-16,0.8627249388934292,2.7755575615628914e-17,0.0,9.3931529221436e-10,1.1178623027241485e-09,3.3306690738754696e-16,1.1102230246251565e-16,True,1.1102230246251565e-16,0.4877898444130283
172,10,6,2,2,8,2.220446049250313e-16,8.881784197001252e-16,0.32012744177383246,5.551115123125783e-17,0.0,9.506245790547041e-11,7.147099578830307e-11,4.440892098500626e-16,4.440892098500626e-16,False,0.0,0.0
173,2,7,1,1,1,2.220446049250313e-16,4.440892098500626e-16,0.6042629095399916,2.7755575615628914e-17,0.0,9.645051424200801e-11,2.1987679732493604e-10,2.220446049250313e-16,5.551115123125783e-17,False,0.0,0.0
174,8,8,7,7,1,1.6653345369377348e-16,8.881784197001252e-16,0.08382391445046133,2.7755575615628914e-16,0.0,3.034016093916847e-10,1.2072429167453436e-10,4.440892098500626e-16,4.440892098500626e-16,True,4.440892098500626e-16,0.3024499712657047
175,2,5,2,2,0,3.3306690738754696e-16,1.491862189340054e-16,0.8943969348029701,1.1102230246251565e-16,0.0,1.0772460701247155e-10,1.3863166170580143e-10,4.440892098500626e-16,8.326672684688674e-17,False,0.0,0.0
176,9,5,4,4,5,1.1102230246251565e-16,4.440892098500626e-16,0.425724943802434,1.1102230246251565e-16,0.0,3.2217662565559024e-10,2.332303239427347e-10,3.3306690738754696e-16,4.440892098500626e-16,False,0.0,0.0
177,6,2,2,2,4,1.3183898417423734e-16,1.1102230246251565e-16,5.551115123125783e-17,5.551115123125783e-17,0.0,5.2909338890145073e-17,5.2909338890145073e-17,1.3183898417423734e-16,4.440892098500626e-16,True,1.3183898417423734e-16,0.315102146855508
178,3,8,3,3,0,2.220446049250313e-16,5.551115123125783e-17,0.42250891196468965,1.3877787807814457e-17,0.0,2.934795739761853e-10,2.305510227174068e-10,3.3306690738754696e-16,1.1102230246251565e-16,False,0.0,0.0
179,9,6,1,1,8,5.551115123125783e-17,5.551115123125783e-17,0.8802639910701318,1.3877787807814457e-17,0.0,2.417666067344726e-10,3.6748171172718003e-10,2.220446049250313e-16,1.1102230246251565e-16,False,0.0,0.0
180,6,4,2,2,4,1.1102230246251565e-16,1.1102230246251565e-16,0.37090926093424004,5.551115123125783e-17,0.0,2.914184449309687e-10,1.5267076491909393e-10,2.7755575615628914e-16,5.551115123125783e-17,True,1.1102230246251565e-16,0.30890055674353833
181,4,2,1,1,3,5.551115123125783e-17,4.440892098500626e-16,0.08271925220664106,5.551115123125783e-17,0.0,1.5951906462419174e-10,1.5951906462419174e-10,4.440892098500626e-16,1.1102230246251565e-16,False,0.0,0.0
182,4,7,1,1,3,1.1102230246251565e-16,2.220446049250313e-16,0.8839831561934461,5.551115123125783e-17,0.0,2.7406543701147257e-10,2.6356121451964754e-10,7.216449660063518e-16,5.551115123125783e-17,False,0.0,0.0
183,2,6,2,2,0,2.220446049250313e-16,4.440892098500626e-16,0.7528368049687234,1.1102230246251565e-16,0.0,1.774848046309785e-10,1.904136293084946e-10,4.440892098500626e-16,1.2923689896027213e-16,False,0.0,0.0
184,3,5,2,2,1,1.1102230246251565e-16,2.220446049250313e-16,0.8448282756853811,1.1102230246251565e-16,0.0,5.530245150708879e-10,5.236771016825514e-10,2.220446049250313e-16,4.440892098500626e-16,False,0.0,0.0
185,6,7,4,4,2,1.1102230246251565e-16,3.3306690738754696e-16,1.0031294728826883,2.220446049250313e-16,0.0,4.218296822955381e-10,2.673799306962543e-10,4.0245584642661925e-16,4.440892098500626e-16,False,0.0,0.0
186,6,3,1,1,5,1.1102230246251565e-16,2.7755575615628914e-17,0.39893413533824373,5.551115123125783e-17,0.0,2.9372171361785604e-10,1.6248979939348374e-10,3.3306690738754696e-16,1.1102230246251565e-16,True,1.1102230246251565e-16,0.35656415320824875
187,2,7,2,2,0,5.551115123125783e-17,1.1102230246251565e-16,1.123057423187664,2.220446049250313e-16,0.0,5.37444977410928e-10,5.174669581720082e-10,3.3306690738754696e-16,2.220446049250313e-16,False,0.0,0.0
188,5,7,5,5,0,1.1102230246251565e-16,1.1102230246251565e-16,0.30287616839813314,1.1102230246251565e-16,0.0,1.8298229598201488e-10,2.2496451923537109e-10,2.220446049250313e-16,2.220446049250313e-16,False,0.0,0.0
189,6,3,3,3,3,1.1102230246251565e-16,4.996003610813204e-16,1.3877787807814457e-16,2.220446049250313e-16,0.0,1.1102239810274813e-10,9.564023248038439e-17,1.1102230246251565e-16,4.440892098500626e-16,True,1.1102230246251565e-16,0.30433031618341966
190,7,6,4,4,3,2.220446049250313e-16,8.881784197001252e-16,0.5830087650040576,4.440892098500626e-16,0.0,5.132860803058747e-10,6.654206075040747e-10,4.440892098500626e-16,4.440892098500626e-16,False,0.0,0.0
191,10,3,3,3,7,6.245004513516506e-17,3.3306690738754696e-16,1.1102230246251565e-16,1.3877787807814457e-16,0.0,1.6653345372770766e-10,1.8477265524112022e-16,6.245004513516506e-17,4.440892098500626e-16,False,0.0,0.0
192,6,6,2,2,4,1.1102230246251565e-16,2.220446049250313e-16,0.4261878923735286,5.551115123125783e-17,0.0,1.8601320483924155e-10,7.49909023767259e-11,3.3306690738754696e-16,2.220446049250313e-16,True,1.1102230246251565e-16,0.3218093725336897
193,5,2,2,2,3,2.220446049250313e-16,0.0,0.0,1.1102230246251565e-16,0.0,1.2668981168556884e-17,1.2668981168556884e-17,2.220446049250313e-16,2.7755575615628914e-17,False,0.0,0.0
194,5,8,5,5,0,1.1102230246251565e-16,2.220446049250313e-16,0.8658157064454897,3.3306690738754696e-16,0.0,2.963274625678025e-10,3.155051914172091e-10,3.608224830031759e-16,2.220446049250313e-16,False,0.0,0.0
195,10,7,7,7,3,2.1163626406917047e-16,2.6645352591003757e-15,1.5612511283791264e-16,2.220446049250313e-16,0.0,4.4408932853791585e-10,2.1784266049743475e-16,2.1163626406917047e-16,3.552713678800501e-15,True,5.551115123125783e-16,0.26090929153261117
196,3,5,1,1,2,2.220446049250313e-16,0.0,0.6379520680062035,0.0,0.0,2.8394586681912415e-10,3.2535374394626615e-10,2.498001805406602e-16,5.551115123125783e-17,False,0.0,0.0
197,5,3,1,1,4,1.1102230246251565e-16,2.7755575615628914e-17,0.8942580722094002,0.0,0.0,2.4820634436650835e-10,4.702509492915397e-10,3.3306690738754696e-16,2.220446049250313e-16,False,0.0,0.0
198,1,5,1,1,0,5.551115123125783e-17,5.551115123125783e-17,0.9479910446772735,0.0,0.0,1.4779533152875501e-10,9.776834897223807e-11,2.7755575615628914e-16,2.7755575615628914e-17,False,0.0,0.0
199,6,3,1,1,5,1.1102230246251565e-16,2.220446049250313e-16,0.6342700461566575,1.1102230246251565e-16,0.0,1.5379031381712593e-10,1.5379031381712593e-10,2.220446049250313e-16,1.1102230246251565e-16,False,0.0,0.0
200,2,3,1,1,1,5.551115123125783e-17,1.1102230246251565e-16,0.28198227946527754,1.1102230246251565e-16,0.0,2.756865846720302e-10,5.3641979746998913e-11,1.1102230246251565e-16,5.551115123125783e-17,False,0.0,0.0
201,10,5,3,3,7,1.1102230246251565e-16,8.881784197001252e-16,0.28101181513459594,1.6653345369377348e-16,0.0,1.568524754524958e-10,3.788970803775271e-10,4.440892098500626e-16,2.220446049250313e-16,True,2.220446049250313e-16,0.2255768764968483
202,8,4,3,3,5,1.1102230246251565e-16,2.220446049250313e-16,0.647994726683422,1.1102230246251565e-16,0.0,3.3234193175246673e-11,1.4425649563776233e-10,2.220446049250313e-16,1.1102230246251565e-16,False,0.0,0.0
203,1,4,1,1,0,0.0,1.1102230246251565e-16,0.7185703964345075,5.551115123125783e-17,0.0,3.52375018053408e-10,3.52375018053408e-10,2.220446049250313e-16,1.3877787807814457e-17,False,0.0,0.0
204,5,7,4,4,1,2.220446049250313e-16,2.220446049250313e-16,0.7831505151194125,3.3306690738754696e-16,0.0,6.494366988629707e-10,6.494366988629707e-10,2.220446049250313e-16,4.718447854656915e-16,True,2.220446049250313e-16,0.36181038601857585
205,1,4,1,1,0,5.551115123125783e-17,8.326672684688674e-17,0.967533378267672,2.7755575615628914e-17,0.0,4.989286761514222e-11,9.930595235019268e-11,2.220446049250313e-16,0.0,False,0.0,0.0
206,3,7,1,1,2,1.1102230246251565e-16,9.71445146547012e-17,1.1024270475538536,2.7755575615628914e-17,0.0,2.643508745237e-10,2.643508745237e-10,3.3306690738754696e-16,1.1102230246251565e-16,False,0.0,0.0
207,7,3,3,3,4,2.7755575615628914e-17,4.440892098500626e-16,0.0,1.5959455978986625e-16,0.0,1.1102243802677869e-10,1.3556426302881022e-16,1.1102230246251565e-16,2.220446049250313e-16,True,2.220446049250313e-16,0.34619219738215157
208,8,8,5,5,3,2.220446049250313e-16,5.551115123125783e-16,0.685782886252119,1.3877787807814457e-16,0.0,1.3624312789062287e-10,3.010721116858406e-10,6.661338147750939e-16,1.3322676295501878e-15,False,0.0,0.0
209,6,4,4,4,2,1.1102230246251565e-16,8.326672684688674e-17,1.1102230246251565e-16,1.1102230246251565e-16,0.0,1.1102234414442839e-10,9.790093076619671e-17,1.1102230246251565e-16,2.220446049250313e-16,False,0.0,0.0
210,7,2,1,1,6,1.1102230246251565e-16,6.661338147750939e-16,0.5539990445155512,2.220446049250313e-16,0.0,2.0892293450813781e-10,9.790063204562216e-11,2.220446049250313e-16,2.220446049250313e-16,True,2.220446049250313e-16,0.2838813915174312
211,4,6,1,1,3,2.220446049250313e-16,2.7755575615628914e-16,0.9060865207357085,2.7755575615628914e-17,0.0,5.293667726391504e-10,4.742043493988213e-10,3.3306690738754696e-16,1.1102230246251565e-16,False,0.0,0.0
212,4,3,3,3,1,2.220446049250313e-16,0.0,0.0,0.0,0.0,1.1102236520441742e-10,6.274190176833002e-17,2.220446049250313e-16,2.220446049250313e-16,False,0.0,0.0
213,1,6,1,1,0,2.220446049250313e-16,0.0,0.9742442029717701,1.1102230246251565e-16,0.0,9.837616832264473e-10,9.837616832264473e-10,2.220446049250313e-16,2.220446049250313e-16,False,0.0,0.0
214,8,8,7,7,1,2.7755575615628914e-16,2.6645352591003757e-15,0.39299552919953434,2.220446049250313e-16,0.0,3.150595478951246e-10,3.0978069762155336e-10,3.885780586188048e-16,2.6645352591003757e-15,False,0.0,0.0
215,1,7,1,1,0,1.1102230246251565e-16,3.3306690738754696e-16,0.8399744978107527,5.551115123125783e-17,0.0,7.637547261296618e-10,4.1925773963669144e-10,3.3306690738754696e-16,5.551115123125783e-17,False,0.0,0.0
216,7,4,3,3,4,1.1102230246251565e-16,1.1102230246251565e-16,0.6401415675457456,1.1102230246251565e-16,0.0,1.2821260719775296e-10,1.2821260719775296e-10,2.220446049250313e-16,2.220446049250313e-16,True,1.1102230246251565e-16,0.34403637022667394
217,7,3,1,1,6,3.3306690738754696e-16,2.7755575615628914e-17,0.4142472500065679,2.7755575615628914e-17,0.0,1.13407602753135e-10,5.3125850940638486e-11,3.3306690738754696e-16,1.1102230246251565e-16,False,0.0,0.0
218,3,7,1,1,2,2.220446049250313e-16,3.885780586188048e-16,0.7933667064819636,6.938893903907228e-18,0.0,2.3469981513812854e-10,2.3469981513812854e-10,2.220446049250313e-16,1.1102230246251565e-16,False,0.0,0.0
219,3,6,1,1,2,0.0,1.1102230246251565e-16,0.6007765991035944,6.938893903907228e-18,0.0,1.1560274265631776e-10,6.009159142505993e-11,3.3306690738754696e-16,5.551115123125783e-17,True,0.0,0.4387417865459545
220,7,6,2,2,5,1.1102230246251565e-16,2.220446049250313e-16,0.6771724244583819,0.0,0.0,3.22781912309722e-10,2.8945157382054276e-10,4.440892098500626e-16,2.220446049250313e-16,False,0.0,0.0
221,8,4,1,1,7,1.1102230246251565e-16,2.220446049250313e-16,0.5884195671673285,2.220446049250313e-16,0.0,1.6274290248752266e-10,1.6274290248752266e-10,3.3306690738754696e-16,2.220446049250313e-16,False,0.0,0.0
222,1,2,1,1,0,0.0,5.551115123125783e-17,0.3875514691043336,0.0,0.0,2.2134605259793716e-10,3.1205749095875035e-10,2.220446049250313e-16,5.551115123125783e-17,False,0.0,0.0
223,8,4,2,2,6,2.220446049250313e-16,4.440892098500626e-16,0.1346473862647849,1.1102230246251565e-16,0.0,6.627776105716521e-11,9.438638759462492e-11,4.440892098500626e-16,2.220446049250313e-16,False,0.0,0.0
224,6,2,2,2,4,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1.0206803498632461e-17,1.0206803498632461e-17,0.0,1.1102230246251565e-16,False,0.0,0.0
225,9,6,1,1,8,1.1102230246251565e-16,1.457167719820518e-16,0.7695453453188257,5.551115123125783e-17,0.0,3.7844033462519633e-10,3.7844033462519633e-10,2.220446049250313e-16,2.220446049250313e-16,True,1.1102230246251565e-16,0.2588611737298373
226,1,8,1,1,0,5.551115123125783e-17,2.220446049250313e-16,0.8565473232993354,1.3877787807814457e-17,0.0,8.852532040748429e-10,1.3785650399000815e-09,2.220446049250313e-16,5.551115123125783e-17,False,0.0,0.0
227,7,7,3,3,4,2.220446049250313e-16,2.4424906541753444e-15,0.4315622236845639,2.220446049250313e-16,0.0,3.849722832183211e-10,1.7083479075807873e-10,4.440892098500626e-16,8.881784197001252e-16,False,0.0,0.0
228,8,3,1,1,7,1.1102230246251565e-16,6.938893903907228e-17,0.5374063276128948,0.0,0.0,7.368616827818641e-11,2.7917224088014336e-11,2.220446049250313e-16,1.1102230246251565e-16,True,1.1102230246251565e-16,0.2701412513231489
229,7,8,2,2,5,1.1102230246251565e-16,3.3306690738754696e-16,0.8764420277938408,5.551115123125783e-17,0.0,9.407216255974404e-10,6.179943223827422e-10,2.220446049250313e-16,4.440892098500626e-16,False,0.0,0.0
230,6,4,4,4,2,1.1102230246251565e-16,4.440892098500626e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,4.440890009467335e-10,5.021673913387762e-16,1.1102230246251565e-16,4.440892098500626e-16,False,0.0,0.0
231,1,3,1,1,0,5.551115123125783e-17,1.6653345369377348e-16,0.5236388947638433,0.0,0.0,2.1047941167751105e-11,7.1701533599366485e-12,2.498001805406602e-16,0.0,False,0.0,0.0
232,3,6,2,2,1,2.220446049250313e-16,4.440892098500626e-16,0.7734410648121415,9.71445146547012e-17,0.0,1.9819734742299033e-10,3.514045165964319e-10,3.3306690738754696e-16,2.220446049250313e-16,False,0.0,0.0
233,9,2,2,2,7,0.0,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.0,2.604505779894743e-17,2.604505779894743e-17,0.0,1.1102230246251565e-16,False,0.0,0.0
234,6,4,1,1,5,1.1102230246251565e-16,5.551115123125783e-17,0.8022561224111915,2.7755575615628914e-17,0.0,1.3661316522473044e-10,1.3661316522473044e-10,2.220446049250313e-16,5.551115123125783e-17,True,1.1102230246251565e-16,0.37751160124591143
235,4,3,3,3,1,0.0,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,5.551115123125783e-11,3.70873308695067e-17,0.0,1.1102230246251565e-16,False,0.0,0.0
236,6,3,2,2,4,2.220446049250313e-16,1.1102230246251565e-16,0.5421060733778784,0.0,0.0,2.591105108251668e-10,1.8497869902489583e-10,2.220446049250313e-16,8.326672684688674e-17,False,0.0,0.0
237,3,3,1,1,2,5.551115123125783e-17,5.551115123125783e-17,0.8643995677670652,1.1102230246251565e-16,0.0,9.178052762237598e-11,9.178052762237598e-11,2.636779683484747e-16,1.1102230246251565e-16,True,0.0,0.4730706805866733
238,5,7,5,5,0,2.220446049250313e-16,6.661338147750939e-16,0.6674363719188439,2.220446049250313e-16,0.0,6.920262141107969e-10,4.4695136480754627e-10,4.440892098500626e-16,2.220446049250313e-16,False,0.0,0.0
