case,rows,columns,requested_rank,measured_rank,redundant_rows,paired_output_error,consistent_feasibility_residual,fixed_f_difference,representable_target_roundtrip_error,f_vs_w_gradient_error,f_finite_difference_error,w_finite_difference_error,scaled_trajectory_error,mp_max_residual,inconsistent_tested,inconsistent_paired_error,inconsistent_residual
359,9,7,3,3,6,1.1102230246251565e-16,1.1102230246251565e-16,0.5052792908610089,5.551115123125783e-17,0.0,1.633965185376951e-10,2.636313389814404e-10,5.551115123125783e-16,1.1102230246251565e-16,False,0.0,0.0
360,3,3,1,1,2,5.551115123125783e-17,0.0,0.9645290289373555,1.1102230246251565e-16,0.0,1.989008957536953e-10,8.274203544544889e-11,4.440892098500626e-16,1.1102230246251565e-16,True,5.551115123125783e-17,0.3211853208296558
361,9,7,2,2,7,1.6653345369377348e-16,3.0531133177191805e-16,0.5165249338265437,5.551115123125783e-17,0.0,3.105320445229154e-10,4.571604206304869e-10,2.7755575615628914e-16,2.220446049250313e-16,False,0.0,0.0
362,7,8,4,4,3,1.6653345369377348e-16,1.7763568394002505e-15,0.7366066648866864,3.3306690738754696e-16,0.0,3.6681721549136626e-10,3.504885270899649e-10,3.3306690738754696e-16,8.881784197001252e-16,False,0.0,0.0
363,2,4,2,2,0,5.551115123125783e-17,5.551115123125783e-17,0.4489702600889691,5.551115123125783e-17,0.0,7.6007977689585e-11,1.8752202568528276e-10,1.6653345369377348e-16,2.220446049250313e-16,False,0.0,0.0
364,3,2,1,1,2,2.220446049250313e-16,4.163336342344337e-17,1.046369753112672,0.0,0.0,1.9218959756983622e-10,1.4087730981771074e-10,2.220446049250313e-16,5.551115123125783e-17,False,0.0,0.0
365,4,8,3,3,1,8.326672684688674e-17,1.1102230246251565e-16,1.0358767278003058,1.1102230246251565e-16,0.0,1.3618675631654753e-10,1.3342954519046657e-10,3.885780586188048e-16,2.2898349882893854e-16,False,0.0,0.0
366,1,2,1,1,0,0.0,0.0,0.7758889301755711,2.220446049250313e-16,0.0,7.793218848028971e-11,1.0507306136275929e-10,4.440892098500626e-16,0.0,False,0.0,0.0
367,4,7,1,1,3,6.938893903907228e-17,1.1449174941446927e-16,0.6556732431620919,6.938893903907228e-18,0.0,2.4570034895532444e-10,4.6702142153520754e-11,3.885780586188048e-16,1.1102230246251565e-16,False,0.0,0.0
368,3,7,2,2,1,8.326672684688674e-17,1.6653345369377348e-16,0.9833282944549554,1.1102230246251565e-16,0.0,7.633346177371436e-10,7.633346177371436e-10,4.440892098500626e-16,1.1102230246251565e-16,False,0.0,0.0
369,7,8,6,6,1,2.220446049250313e-16,6.661338147750939e-16,0.37916828118193285,2.220446049250313e-16,0.0,5.068163111410229e-10,8.101534443305525e-10,5.551115123125783e-16,2.220446049250313e-16,True,2.7755575615628914e-16,0.32731053301371
370,1,4,1,1,0,4.85722573273506e-17,2.220446049250313e-16,0.9140077589563056,5.551115123125783e-17,0.0,2.3102542101582912e-10,2.3102542101582912e-10,2.220446049250313e-16,1.1102230246251565e-16,False,0.0,0.0
371,4,7,4,4,0,1.1102230246251565e-16,5.551115123125783e-16,1.0379864339987674,2.220446049250313e-16,0.0,2.634299445247734e-10,1.8294421533227023e-10,4.440892098500626e-16,2.220446049250313e-16,False,0.0,0.0
372,6,2,1,1,5,2.220446049250313e-16,2.220446049250313e-16,0.5153572613072692,2.220446049250313e-16,0.0,7.632346143982005e-11,2.0821053214881147e-11,4.440892098500626e-16,1.1102230246251565e-16,True,1.1102230246251565e-16,0.3052024192551001
373,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
374,7,8,7,7,0,3.3306690738754696e-16,5.551115123125783e-16,0.20504940649559722,2.220446049250313e-16,0.0,4.063453514641102e-10,1.5138901243716418e-10,4.996003610813204e-16,2.220446049250313e-16,False,0.0,0.0
375,10,8,2,2,8,1.1102230246251565e-16,4.440892098500626e-16,0.8270877191937096,2.7755575615628914e-17,0.0,5.569833483320963e-10,5.569833483320963e-10,4.440892098500626e-16,4.440892098500626e-16,True,2.220446049250313e-16,0.29048533698941925
376,2,8,1,1,1,5.551115123125783e-17,1.5959455978986625e-16,0.7900833588196142,0.0,0.0,2.543561940931971e-10,2.2733037674527168e-10,4.440892098500626e-16,5.551115123125783e-17,False,0.0,0.0
377,6,7,5,5,1,2.220446049250313e-16,1.1102230246251565e-15,0.2808033503929954,3.9898639947466563e-17,0.0,1.8170998039579445e-10,1.7653585537846794e-10,4.440892098500626e-16,3.3306690738754696e-16,False,0.0,0.0
378,2,5,1,1,1,2.220446049250313e-16,2.220446049250313e-16,0.9868255956957914,5.551115123125783e-17,0.0,1.0929723792685309e-10,2.270370558221657e-10,2.220446049250313e-16,5.551115123125783e-17,True,1.6653345369377348e-16,0.4544418367038163
379,6,7,5,5,1,2.7755575615628914e-16,3.885780586188048e-16,0.9723477438154381,1.1102230246251565e-16,0.0,2.635142659634937e-10,2.2661394982748106e-10,4.440892098500626e-16,2.5673907444456745e-16,False,0.0,0.0
380,3,2,1,1,2,1.6653345369377348e-16,1.1102230246251565e-16,0.13960597194994312,5.551115123125783e-17,0.0,3.616795751781865e-11,1.7404661045716807e-11,3.885780586188048e-16,2.220446049250313e-16,False,0.0,0.0
381,10,5,1,1,9,1.6653345369377348e-16,6.661338147750939e-16,0.6725681690409941,1.1102230246251565e-16,0.0,2.658442632696989e-10,1.9208723500696578e-10,3.0531133177191805e-16,2.220446049250313e-16,True,5.551115123125783e-17,0.2540979618158936
382,9,6,4,4,5,4.440892098500626e-16,8.881784197001252e-16,0.24152379808055557,2.220446049250313e-16,0.0,5.666103142232259e-10,2.4212387650379696e-10,4.440892098500626e-16,1.7763568394002505e-15,False,0.0,0.0
383,1,3,1,1,0,5.551115123125783e-17,5.551115123125783e-17,0.8211746338236379,1.6653345369377348e-16,0.0,1.5022380561724447e-10,1.5022380561724447e-10,2.220446049250313e-16,1.1102230246251565e-16,False,0.0,0.0
384,3,2,1,1,2,1.1102230246251565e-16,2.220446049250313e-16,0.3324266644091011,5.551115123125783e-17,0.0,2.9412028368369647e-12,2.9412028368369647e-12,2.498001805406602e-16,2.220446049250313e-16,True,0.0,0.37694167465730977
385,6,4,3,3,3,5.551115123125783e-17,2.7755575615628914e-16,0.3975423918180345,1.3877787807814457e-16,0.0,1.5938522723857318e-10,1.5938522723857318e-10,2.220446049250313e-16,4.440892098500626e-16,False,0.0,0.0
386,7,3,3,3,4,1.1102230246251565e-16,2.220446049250313e-16,1.3877787807814457e-17,1.3877787807814457e-17,0.0,8.79990451064603e-17,8.79990451064603e-17,2.220446049250313e-16,1.1102230246251565e-16,False,0.0,0.0
387,7,8,7,7,0,3.3306690738754696e-16,3.3306690738754696e-16,0.25982681819586884,5.551115123125783e-16,0.0,3.977359552820303e-10,1.8354223696448457e-10,4.440892098500626e-16,3.3306690738754696e-16,False,0.0,0.0
388,1,8,1,1,0,1.1102230246251565e-16,0.0,0.8211459909979604,5.551115123125783e-17,0.0,4.012161713973228e-10,3.6136500736194677e-10,4.440892098500626e-16,2.7755575615628914e-17,False,0.0,0.0
389,2,8,2,2,0,2.220446049250313e-16,1.6653345369377348e-16,0.9454685736312654,1.6653345369377348e-16,0.0,7.86345433212432e-10,2.8035226917744183e-10,3.3306690738754696e-16,1.1102230246251565e-16,False,0.0,0.0
390,1,4,1,1,0,6.938893903907228e-17,5.551115123125783e-17,1.0220086779666775,0.0,0.0,1.0840639497189386e-10,2.7574720284917476e-11,2.220446049250313e-16,0.0,False,0.0,0.0
391,7,6,2,2,5,1.1102230246251565e-16,7.771561172376096e-16,0.8308747684665543,2.220446049250313e-16,0.0,4.848492718423358e-10,5.76849235045529e-10,4.440892098500626e-16,2.220446049250313e-16,False,0.0,0.0
392,9,2,1,1,8,5.551115123125783e-17,1.1102230246251565e-16,0.018353333579843756,1.3877787807814457e-17,0.0,2.0325074956417666e-11,9.026945857470992e-12,5.551115123125783e-17,2.7755575615628914e-17,False,0.0,0.0
393,3,4,3,3,0,1.1102230246251565e-16,1.6653345369377348e-16,0.16160766111549163,0.0,0.0,1.0106936121356824e-10,7.924987055485389e-11,2.220446049250313e-16,5.551115123125783e-17,False,0.0,0.0
394,1,5,1,1,0,2.220446049250313e-16,0.0,0.5512800717095007,1.1102230246251565e-16,0.0,3.656206448710009e-10,1.4357603994596957e-10,4.440892098500626e-16,5.551115123125783e-17,False,0.0,0.0
395,3,4,3,3,0,1.1102230246251565e-16,1.1102230246251565e-16,0.20018034918244143,0.0,0.0,3.039388185577252e-11,2.405187160547939e-11,2.220446049250313e-16,1.1102230246251565e-16,False,0.0,0.0
396,1,6,1,1,0,1.1102230246251565e-16,4.440892098500626e-16,0.7617024961195243,0.0,0.0,1.936264482083061e-10,1.9988305455242994e-10,3.3306690738754696e-16,1.1102230246251565e-16,False,0.0,0.0
397,2,7,1,1,1,2.220446049250313e-16,1.1102230246251565e-15,0.8290461684152415,2.0816681711721685e-17,0.0,1.303709640243511e-10,2.0269594336319585e-10,3.3306690738754696e-16,2.220446049250313e-16,False,0.0,0.0
398,4,3,3,3,1,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,3.4665433159756195e-17,3.4665433159756195e-17,1.1102230246251565e-16,1.1102230246251565e-16,False,0.0,0.0
399,2,5,1,1,1,8.326672684688674e-17,8.326672684688674e-17,0.9125542037068923,0.0,0.0,4.6014081434009313e-10,4.20042264859255e-10,3.0531133177191805e-16,1.1102230246251565e-16,True,8.326672684688674e-17,0.41467632915697306
400,2,5,2,2,0,1.1102230246251565e-16,5.551115123125783e-17,0.7345021980744382,2.220446049250313e-16,0.0,1.054408782508176e-10,2.367323004293098e-10,3.0531133177191805e-16,2.220446049250313e-16,False,0.0,0.0
401,1,8,1,1,0,1.1102230246251565e-16,1.1102230246251565e-16,0.8247387053581826,2.7755575615628914e-17,0.0,3.6262215452609325e-11,5.3937872397658015e-11,4.440892098500626e-16,2.7755575615628914e-17,False,0.0,0.0
402,3,8,3,3,0,1.6653345369377348e-16,2.498001805406602e-16,0.6620796980306619,5.551115123125783e-17,0.0,1.3997547565480772e-10,1.1010989342530308e-10,3.608224830031759e-16,2.220446049250313e-16,False,0.0,0.0
403,10,3,1,1,9,0.0,1.1102230246251565e-16,0.5245040166200515,5.551115123125783e-17,0.0,6.978409516911199e-11,3.0222713220950936e-11,2.220446049250313e-16,2.220446049250313e-16,False,0.0,0.0
404,10,7,7,7,3,7.771561172376096e-16,2.6645352591003757e-15,3.3306690738754696e-16,5.551115123125783e-16,0.0,6.66133884963232e-10,3.1002768810078074e-16,7.771561172376096e-16,2.858824288409778e-15,False,0.0,0.0
405,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
406,9,6,3,3,6,1.6653345369377348e-16,1.7763568394002505e-15,0.3540906229556397,4.440892098500626e-16,0.0,1.5092938010496937e-10,3.9907077642453714e-11,4.440892098500626e-16,8.881784197001252e-16,False,0.0,0.0
407,10,4,3,3,7,1.1102230246251565e-16,1.1102230246251565e-15,0.2896602425453429,1.1102230246251565e-16,0.0,1.1815718542473874e-10,2.2294172064007967e-10,2.220446049250313e-16,1.3322676295501878e-15,False,0.0,0.0
408,7,8,4,4,3,2.7755575615628914e-16,4.218847493575595e-15,0.6702517120072009,3.885780586188048e-16,0.0,8.356775271778361e-10,3.9687131359045225e-10,6.661338147750939e-16,8.881784197001252e-16,True,1.1102230246251565e-16,0.2652880376198875
409,10,2,2,2,8,2.7755575615628914e-17,0.0,0.0,0.0,0.0,1.1102226837428357e-10,3.4088232080996894e-17,2.7755575615628914e-17,2.220446049250313e-16,False,0.0,0.0
410,4,3,1,1,3,2.220446049250313e-16,5.551115123125783e-17,0.6771365595061513,0.0,0.0,8.648215477080612e-11,1.9750445723332177e-10,2.220446049250313e-16,5.551115123125783e-17,False,0.0,0.0
411,7,4,4,4,3,1.3877787807814457e-16,2.220446049250313e-16,1.1102230246251565e-16,1.6653345369377348e-16,0.0,1.1102239926582805e-10,9.680331240306118e-17,1.3877787807814457e-16,8.881784197001252e-16,True,1.1102230246251565e-16,0.2649841115519238
412,9,5,3,3,6,1.1102230246251565e-16,1.7763568394002505e-15,0.39900818117629494,4.440892098500626e-16,0.0,1.9307411225355509e-10,1.883145306358358e-10,3.3306690738754696e-16,1.3322676295501878e-15,False,0.0,0.0
413,9,7,3,3,6,2.7755575615628914e-16,4.440892098500626e-15,0.41531882396109365,2.220446049250313e-16,0.0,3.837378192983465e-10,1.3682138755299889e-10,6.661338147750939e-16,1.3322676295501878e-15,False,0.0,0.0
414,9,6,5,5,4,2.220446049250313e-16,8.881784197001252e-16,0.12473170288773736,1.1102230246251565e-16,0.0,2.372165797126513e-10,3.1033098313315577e-10,4.996003610813204e-16,2.3592239273284576e-16,True,2.220446049250313e-16,0.2882512485499237
415,4,7,4,4,0,1.1102230246251565e-16,1.3877787807814457e-16,0.2390123264777097,8.326672684688674e-17,0.0,7.29572999236261e-11,7.38959119589433e-11,2.220446049250313e-16,1.1102230246251565e-16,False,0.0,0.0
416,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-10,0.0,0.0,0.0,False,0.0,0.0
417,7,7,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
418,4,6,1,1,3,2.220446049250313e-16,2.220446049250313e-16,0.8267711206433876,0.0,0.0,1.358277934571106e-10,1.358277934571106e-10,3.3306690738754696e-16,1.1102230246251565e-16,False,0.0,0.0
419,6,8,1,1,5,2.220446049250313e-16,8.881784197001252e-16,0.8321938992115088,2.7755575615628914e-17,0.0,2.8277913344254557e-10,3.0037461407061983e-10,4.440892098500626e-16,2.220446049250313e-16,False,0.0,0.0
420,8,2,2,2,6,1.1102230246251565e-16,2.220446049250313e-16,8.326672684688674e-17,1.1102230246251565e-16,0.0,1.2751606696613946e-16,1.2751606696613946e-16,1.1102230246251565e-16,2.220446049250313e-16,True,8.326672684688674e-17,0.41219445651711006
421,2,4,1,1,1,1.1102230246251565e-16,1.1102230246251565e-16,1.1666522105658372,5.551115123125783e-17,0.0,1.9143930884979454e-10,1.4302470319194072e-10,4.440892098500626e-16,1.1102230246251565e-16,False,0.0,0.0
422,3,3,2,2,1,5.551115123125783e-17,1.1102230246251565e-16,0.4314018954893234,5.551115123125783e-17,0.0,1.8996970663209822e-11,3.717567920169529e-12,2.498001805406602e-16,2.220446049250313e-16,False,0.0,0.0
423,4,2,2,2,2,0.0,0.0,0.0,2.220446049250313e-16,0.0,1.573622356609304e-16,1.573622356609304e-16,0.0,1.1102230246251565e-16,True,0.0,0.34514963045566804
424,4,3,3,3,1,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,0.0,2.7755575615628914e-11,2.6020042132062566e-17,5.551115123125783e-17,1.1102230246251565e-16,False,0.0,0.0
425,2,5,1,1,1,1.3877787807814457e-16,5.551115123125783e-17,0.8759342190430041,0.0,0.0,1.7051754452879209e-10,1.7051754452879209e-10,2.220446049250313e-16,1.1102230246251565e-16,False,0.0,0.0
426,1,4,1,1,0,8.326672684688674e-17,3.3306690738754696e-16,0.6775163720307085,0.0,0.0,5.2561288654828786e-11,9.407852274989636e-11,3.3306690738754696e-16,5.551115123125783e-17,False,0.0,0.0
427,3,2,2,2,1,1.6653345369377348e-16,2.220446049250313e-16,5.551115123125783e-17,1.1102230246251565e-16,0.0,1.1102235423928808e-10,5.177677243548509e-17,1.6653345369377348e-16,1.1102230246251565e-16,False,0.0,0.0
428,4,2,1,1,3,0.0,1.3877787807814457e-17,0.5659786296953055,8.326672684688674e-17,0.0,4.41345404667004e-10,4.609768122776359e-11,2.220446049250313e-16,1.1102230246251565e-16,False,0.0,0.0
429,5,3,1,1,4,5.551115123125783e-17,2.7755575615628914e-17,0.6272423100103761,0.0,0.0,3.823158456484066e-11,2.2199686533497243e-11,3.3306690738754696e-16,2.220446049250313e-16,True,1.249000902703301e-16,0.3268246992880622
430,9,5,1,1,8,5.551115123125783e-17,1.249000902703301e-16,0.43412372064212,1.3877787807814457e-17,0.0,1.1449940995333918e-10,1.4286061222890112e-10,2.220446049250313e-16,1.1102230246251565e-16,False,0.0,0.0
431,8,5,2,2,6,5.551115123125783e-17,2.220446049250313e-16,0.5486093232920074,1.1102230246251565e-16,0.0,1.356699197430089e-10,1.2069978350126576e-10,2.220446049250313e-16,2.220446049250313e-16,False,0.0,0.0
432,1,6,1,1,0,1.1102230246251565e-16,1.1102230246251565e-16,0.8947663705580853,5.551115123125783e-17,0.0,3.3753666528468784e-10,3.3753666528468784e-10,2.220446049250313e-16,2.7755575615628914e-17,False,0.0,0.0
433,4,7,3,3,1,1.1102230246251565e-16,5.551115123125783e-16,0.5810471962449612,5.551115123125783e-17,0.0,2.576461266556862e-10,2.519300323911011e-10,3.3306690738754696e-16,2.220446049250313e-16,False,0.0,0.0
434,6,8,2,2,4,1.6653345369377348e-16,8.326672684688674e-16,0.6375931784483989,2.7755575615628914e-17,0.0,9.627255936894841e-11,5.845635087098344e-11,2.498001805406602e-16,4.440892098500626e-16,False,0.0,0.0
435,7,6,5,5,2,2.220446049250313e-16,1.1102230246251565e-16,0.4962678038576376,1.5265566588595902e-16,0.0,1.5628642130449677e-10,1.0840599945494134e-10,3.3306690738754696e-16,2.220446049250313e-16,True,1.6653345369377348e-16,0.3008993884678403
436,9,8,7,7,2,2.220446049250313e-16,5.273559366969494e-16,0.3814683572540931,2.498001805406602e-16,0.0,4.1070194467529575e-10,1.8865733975026444e-10,4.440892098500626e-16,4.440892098500626e-16,False,0.0,0.0
437,10,3,1,1,9,2.220446049250313e-16,4.440892098500626e-16,0.16695182611641457,0.0,0.0,6.570832766783496e-11,7.593083106716136e-11,2.220446049250313e-16,2.220446049250313e-16,False,0.0,0.0
438,2,5,2,2,0,1.1102230246251565e-16,1.1102230246251565e-16,0.6653007002374326,1.1102230246251565e-16,0.0,1.36764766178743e-10,6.893124959717056e-11,2.220446049250313e-16,5.551115123125783e-17,False,0.0,0.0
439,8,6,2,2,6,2.7755575615628914e-17,1.3322676295501878e-15,0.6754648913129478,1.1102230246251565e-16,0.0,8.676825924425202e-10,6.240421512870853e-10,4.440892098500626e-16,4.440892098500626e-16,False,0.0,0.0
440,9,4,2,2,7,1.1102230246251565e-16,2.7755575615628914e-16,0.40323251457426545,1.249000902703301e-16,0.0,1.8711776572644112e-10,2.981400681889568e-10,3.885780586188048e-16,2.220446049250313e-16,False,0.0,0.0
441,3,7,1,1,2,2.220446049250313e-16,2.220446049250313e-16,0.9967746960174904,5.551115123125783e-17,0.0,3.137965443045232e-10,3.137965443045232e-10,2.220446049250313e-16,1.1102230246251565e-16,True,2.220446049250313e-16,0.4722676698955158
442,9,6,5,5,4,2.220446049250313e-16,1.5543122344752192e-15,0.22582357322596636,2.220446049250313e-16,0.0,5.664848590214433e-10,1.4721002195017263e-10,4.440892098500626e-16,5.273559366969494e-16,False,0.0,0.0
443,3,8,2,2,1,5.551115123125783e-17,2.220446049250313e-16,0.9599133690450243,8.326672684688674e-17,0.0,9.701431324948828e-11,7.686941361217947e-11,4.440892098500626e-16,1.1102230246251565e-16,False,0.0,0.0
444,6,7,1,1,5,1.1102230246251565e-16,5.551115123125783e-17,0.9467505640325886,0.0,0.0,2.513691477190605e-10,2.1965895768971677e-10,3.885780586188048e-16,2.220446049250313e-16,True,1.1102230246251565e-16,0.41714496862316564
445,10,7,6,6,4,2.7755575615628914e-16,8.881784197001252e-16,0.08648469505918102,3.885780586188048e-16,0.0,2.4924190489272746e-10,1.44041403804529e-10,7.771561172376096e-16,1.3322676295501878e-15,False,0.0,0.0
446,6,2,2,2,4,5.551115123125783e-17,5.551115123125783e-17,0.0,5.551115123125783e-17,0.0,1.346840160482259e-17,1.346840160482259e-17,5.551115123125783e-17,1.1102230246251565e-16,False,0.0,0.0
447,8,7,4,4,4,2.220446049250313e-16,6.661338147750939e-16,0.6964375418970248,1.3877787807814457e-16,0.0,4.447888724001814e-10,2.6730417879150536e-10,4.440892098500626e-16,8.881784197001252e-16,True,2.220446049250313e-16,0.2877924765748944
448,4,7,3,3,1,2.220446049250313e-16,8.881784197001252e-16,0.9902372139816343,2.220446049250313e-16,0.0,5.640979905408017e-10,4.84055018290519e-10,2.914335439641036e-16,2.220446049250313e-16,False,0.0,0.0
449,3,2,1,1,2,0.0,0.0,0.9207168271071817,1.1102230246251565e-16,0.0,1.3912837548701873e-10,1.3912837548701873e-10,3.3306690738754696e-16,1.1102230246251565e-16,False,0.0,0.0
450,1,8,1,1,0,2.220446049250313e-16,0.0,0.7915571840401481,0.0,0.0,1.0454836996132144e-10,2.3601132159711824e-10,4.440892098500626e-16,2.7755575615628914e-17,False,0.0,0.0
451,4,3,2,2,2,1.1102230246251565e-16,2.220446049250313e-16,0.15233367078025895,2.7755575615628914e-17,0.0,1.4496570610589288e-11,3.6651973123191794e-11,4.440892098500626e-16,1.1102230246251565e-16,False,0.0,0.0
452,6,4,1,1,5,1.1102230246251565e-16,1.1102230246251565e-16,0.42717892273330327,5.551115123125783e-17,0.0,2.056168568742578e-10,1.2745005051328917e-10,4.440892098500626e-16,2.220446049250313e-16,False,0.0,0.0
453,9,8,1,1,8,2.220446049250313e-16,4.440892098500626e-16,0.9510881030066567,3.469446951953614e-18,0.0,5.423905768964232e-10,3.836273521073963e-10,4.440892098500626e-16,1.1102230246251565e-16,True,2.220446049250313e-16,0.34133617934925264
454,3,2,1,1,2,5.551115123125783e-17,2.7755575615628914e-17,0.383089237008871,2.7755575615628914e-17,0.0,4.8157255960745715e-11,2.3353763367595093e-11,2.220446049250313e-16,1.1102230246251565e-16,False,0.0,0.0
455,3,7,2,2,1,1.1102230246251565e-16,1.1102230246251565e-16,0.8794948335623849,5.551115123125783e-17,0.0,3.703666262566685e-10,3.152547112250659e-10,4.440892098500626e-16,1.1102230246251565e-16,False,0.0,0.0
456,1,2,1,1,0,1.1102230246251565e-16,1.942890293094024e-16,0.6958232597246401,1.1102230246251565e-16,0.0,3.2054081611221363e-11,2.3457069620036464e-11,2.7755575615628914e-16,1.1102230246251565e-16,False,0.0,0.0
457,3,4,1,1,2,3.469446951953614e-17,3.3306690738754696e-16,0.5717393010507839,1.6653345369377348e-16,0.0,1.2660428261312973e-10,2.5872043396546474e-10,3.3306690738754696e-16,2.220446049250313e-16,False,0.0,0.0
458,9,5,4,4,5,2.220446049250313e-16,8.881784197001252e-16,0.3456526161855066,2.220446049250313e-16,0.0,1.1216350070952785e-10,3.673772397405628e-10,2.7755575615628914e-16,2.7755575615628914e-16,False,0.0,0.0
459,10,2,1,1,9,2.7755575615628914e-17,2.220446049250313e-16,0.11941003170021,0.0,0.0,6.106504191194517e-11,6.106504191194517e-11,2.220446049250313e-16,1.1102230246251565e-16,True,2.220446049250313e-16,0.2048196620657923
460,7,6,3,3,4,2.220446049250313e-16,4.996003610813204e-16,0.6210681018304296,1.1102230246251565e-16,0.0,3.1555924540072056e-10,2.0814414081193888e-10,2.7755575615628914e-16,4.440892098500626e-16,False,0.0,0.0
461,1,7,1,1,0,2.220446049250313e-16,4.440892098500626e-16,1.079096754213937,5.551115123125783e-17,0.0,1.8534114520907252e-10,2.15831574834624e-10,3.3306690738754696e-16,1.1102230246251565e-16,False,0.0,0.0
462,8,2,2,2,6,0.0,0.0,0.0,0.0,0.0,2.2204459749780494e-10,1.779494142260779e-17,0.0,5.551115123125783e-17,True,0.0,0.30677422583272435
463,10,3,3,3,7,1.6653345369377348e-16,8.881784197001252e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,8.234721327207427e-17,8.234721327207427e-17,1.6653345369377348e-16,4.440892098500626e-16,False,0.0,0.0
464,3,6,1,1,2,5.551115123125783e-17,1.1102230246251565e-16,0.8328877763402017,0.0,0.0,1.604275601252425e-10,1.933771268114448e-10,4.440892098500626e-16,5.551115123125783e-17,False,0.0,0.0
465,7,8,6,6,1,2.7755575615628914e-16,1.7763568394002505e-15,0.35457239522145423,4.440892098500626e-16,0.0,5.219241705489708e-10,3.5685787658223944e-10,3.3306690738754696e-16,1.3322676295501878e-15,True,2.220446049250313e-16,0.3380530169346979
466,1,2,1,1,0,5.551115123125783e-17,0.0,0.020859707071080258,0.0,0.0,4.2149062018381755e-11,6.88732404441339e-11,1.6653345369377348e-16,1.1102230246251565e-16,False,0.0,0.0
467,9,3,1,1,8,1.1102230246251565e-16,5.551115123125783e-17,0.7585104282331917,1.1102230246251565e-16,0.0,2.4860613567767587e-11,8.616168889474807e-11,4.718447854656915e-16,2.220446049250313e-16,False,0.0,0.0
468,7,2,1,1,6,1.1102230246251565e-16,3.3306690738754696e-16,0.5990813303160163,1.1102230246251565e-16,0.0,1.9385640315228159e-10,8.369935300400755e-11,3.3306690738754696e-16,1.1102230246251565e-16,True,1.1102230246251565e-16,0.28279774303330474
469,2,2,1,1,1,5.551115123125783e-17,2.7755575615628914e-17,0.7140903615327613,0.0,0.0,6.13371575752808e-11,4.9685144887234856e-11,2.7755575615628914e-16,5.551115123125783e-17,False,0.0,0.0
470,7,3,2,2,5,0.0,6.938893903907228e-17,1.1135008707330034,5.551115123125783e-17,0.0,6.190081780488299e-11,7.405986934827524e-11,4.163336342344337e-16,1.1102230246251565e-16,False,0.0,0.0
471,3,6,3,3,0,2.220446049250313e-16,2.220446049250313e-16,0.5764540477970007,2.220446049250313e-16,0.0,2.9950159019520584e-10,5.914715384136571e-10,3.3306690738754696e-16,1.1102230246251565e-16,False,0.0,0.0
472,2,8,2,2,0,1.1102230246251565e-16,1.1102230246251565e-16,0.8383833914834539,5.551115123125783e-17,0.0,3.079898558411287e-10,2.323796710612669e-10,2.220446049250313e-16,1.1102230246251565e-16,False,0.0,0.0
473,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-11,0.0,0.0,0.0,False,0.0,0.0
474,6,7,5,5,1,1.1102230246251565e-16,1.1102230246251565e-16,0.5565373380091894,4.440892098500626e-16,0.0,5.290275995051275e-10,5.770601774202078e-10,2.220446049250313e-16,4.440892098500626e-16,True,2.220446049250313e-16,0.33780604969992983
475,10,7,3,3,7,4.440892098500626e-16,1.7763568394002505e-15,0.8469818404557634,2.220446049250313e-16,0.0,4.149220966809253e-10,1.5254741914105807e-10,5.551115123125783e-16,1.3322676295501878e-15,False,0.0,0.0
476,2,5,1,1,1,5.551115123125783e-17,1.1102230246251565e-16,0.8631422883837785,2.7755575615628914e-17,0.0,1.3921241936998285e-10,1.1013456813202538e-10,2.220446049250313e-16,1.1102230246251565e-16,False,0.0,0.0
477,8,2,1,1,7,1.1102230246251565e-16,1.1102230246251565e-16,0.0852032681252835,2.7755575615628914e-17,0.0,1.5471812719880518e-10,1.5471812719880518e-10,1.1102230246251565e-16,1.1102230246251565e-16,True,1.1102230246251565e-16,0.2422805375854636
478,1,7,1,1,0,2.220446049250313e-16,2.220446049250313e-16,0.9936981259445924,5.551115123125783e-17,0.0,4.750935200803497e-10,5.025620475329617e-10,2.3592239273284576e-16,2.7755575615628914e-17,False,0.0,0.0
479,8,7,7,7,1,1.1102230246251565e-16,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,2.2204459895238357e-10,1.1241979025184515e-16,1.1102230246251565e-16,1.1102230246251565e-16,False,0.0,0.0
480,6,5,5,5,1,1.6653345369377348e-16,3.3306690738754696e-16,2.220446049250313e-16,1.1102230246251565e-16,0.0,2.220445876061922e-10,8.597555869311027e-17,1.6653345369377348e-16,4.440892098500626e-16,True,2.220446049250313e-16,0.2975765539632095
